url,headline,datetime,fact_check_details,organization,caa
https://www.vishvasnews.com/politics/fact-check-police-office-without-badge-is-not-rss-activist-but-bjp-mla-ashok-dogra-from-bundi-constituency/,"        Fact Check: यह पुलिस अधिकारी RSS के स्वयंसेवक नहीं, बूंदी से बीजेपी के विधायक अशोक डोगरा हैं      ",26-Dec-19,Claim Review : दिल्ली पुलिस की वर्दी में घूम रहा राष्ट्रीय स्वयंसेवक संघ का स्वयंसेवक,Vishvas News,No
https://www.vishvasnews.com/english/health/fact-check-consuming-cold-water-cucumber-during-menstruation-wont-cause-cancer-infertility-misleading-post-getting-viral/,"        Fact Check: Consuming cold water, cucumber during menstruation won’t cause cancer, infertility; misleading post getting viral      ",10-Jan-20,"Claim Review : Consuming cold water, cucumber during menstruation causes cancer, infertility",Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-no-npr-is-not-mandatory-for-bank-kyc-post-with-misleading-claim-viral-on-social-media/,"        Fact Check: बैंक खातों के KYC के लिए NPR अनिवार्य नहीं, गुमराह करने वाली पोस्ट वायरल      ",19-Jan-20,Claim Review : बैंक खातों के KYC के लिए जरूरी है NPR,Vishvas News,No
https://www.vishvasnews.com/punjabi/viral/fact-check-post-going-viral-claiming-women-does-not-need-license-to-buy-revolver-nirbheek-is-fake/,"        Fact Check: ਔਰਤਾਂ ਲਈ ਬਣੀ ‘ਨਿਰਭੀਕ’ ਪਿਸਤੌਲ ਲਈ ਜ਼ਰੂਰੀ ਹੈ ਲਾਈਸੇਂਸ, ਬਿਨਾ ਲਾਈਸੇਂਸ ਮਿਲਦੀ ਹੈ ‘ਨਿਰਭੀਕ’ ਦਾ ਦਾਅਵਾ ਗਲਤ      ",9-Dec-19,"Claim Review : ये pistol माहिलाओं के लिए सरकारी कानपुर ordnance factory बनाती है , इसके लिए license ज़रुरी नहीं है",Vishvas News,No
https://www.vishvasnews.com/world/fact-check-this-burka-clad-man-has-nothing-to-do-with-jamia-protests-fake-post-is-going-viral/,"        Fact Check: बुर्का पहने हुए आदमी का जामिया से नहीं है कोई लेना-देना, तस्वीर मिस्र की है      ",17-Dec-19,NA,Vishvas News,Yes
https://www.vishvasnews.com/politics/fact-check-image-of-assamese-chief-minister-sarbananda-sonowal-viral-with-misleading-claim-after-cab-passed-by-parliament/,Fact Check: बांग्लादेशी नहीं भारतीय आध्यात्मिक गुरु के साथ नजर आ रहे हैं असम के CM सोनोवाल,12-Dec-19,Claim Review : बांग्लादेशी गुरु का अनुसरण करते असम के मुख्यमंत्री और वित्त मंत्री,Vishvas News,Yes
https://www.vishvasnews.com/english/viral/fact-check-no-people-singing-in-this-video-arent-blind-claim-in-the-viral-video-is-fake/,"        Fact Check: No, people singing in this video aren’t blind, claim in the viral video is fake      ",23-Jan-20,Claim Review : People singing in this video are blind,Vishvas News,No
https://www.vishvasnews.com/english/health/fact-check-no-you-will-not-be-fined-for-disobeying-march-22-janta-curfew-fake-advisory-viral/,"        Fact Check: No, You Will Not Be Fined For Disobeying March 22 Janta Curfew, Fake Advisory Viral      ",21-Mar-20,Claim Review : Please obey Delhi Police instructions for 22 March 2020 to avoid Corona Virus,Vishvas News,No
https://www.vishvasnews.com/punjabi/society/fact-check-post-going-viral-claiming-preet-hospital-amritsar-provide-free-eye-cure-with-other-facilities-is-fake/,Fact Check: ਅੰਮ੍ਰਿਤਸਰ ਦੇ ਪ੍ਰੀਤ ਹਸਪਤਾਲ ਨੂੰ ਲੈ ਕੇ ਸੋਸ਼ਲ ਮੀਡੀਆ ‘ਤੇ ਵਾਇਰਲ ਹੋ ਰਿਹਾ ਦਾਅਵਾ ਫਰਜ਼ੀ ਹੈ,19-Jan-20,"Claim Review : ਅੰਮ੍ਰਿਤਸਰ ਵਿਚ ਇੱਕ ਪ੍ਰੀਤ ਹਸਪਤਾਲ ਹੈ ਜਿਹੜਾ ਅੱਖਾਂ ਦਾ ਇਲਾਜ ਫ੍ਰੀ ਕਰਦਾ ਹੈ ਅਤੇ ਨਾਲ ਹੀ ਗੁਰੂ ਘਰ ਦੇ ਦਰਸ਼ਨ, ਖਾਣਾ-ਪੀਣਾ, ਰਹਿਣ-ਸਹਿਣ ਸਬ ਦਾ ਖਰਚਾ ਆਪ ਚੁੱਕਦਾ ਹੈ।",Vishvas News,No
https://www.vishvasnews.com/politics/quick-fact-check-fake-family-tree-of-nehru-family-resurfaces-on-social-media-and-being-viral-with-malicious-claim/,Quick Fact Check: फर्जी वंशावली के जरिए नेहरू खानदान के खिलाफ किया जा रहा दुष्प्रचार,25-Feb-20,Claim Review : मुस्लिम थे नेहरू और उनके पूर्वज,Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-nehru-never-been-an-rss-member-old-picture-of-congress-seva-dal-viral-with-false-claims/,"        Fact Check : नेहरू कभी नहीं रहे RSS के मेंबर, कांग्रेस सेवादल की पुरानी तस्‍वीर झूठे दावे के साथ वायरल      ",3-Jan-20,Claim Review : दावा किया जा रहा है कि जवाहरलाल नेहरू संघ के सदस्‍य थे। उन्‍हें बाद में निकाल दिया गया।,Vishvas News,No
https://www.vishvasnews.com/english/viral/fact-check-old-picture-of-kangaroos-rejoicing-in-rain-shared-with-a-misleading-context-relating-to-australian-bushfires/,Fact Check: Old picture of Kangaroos rejoicing in rain shared with a misleading context relating to Australian bushfires,18-Jan-20,Claim Review : Kangaroos rejoicing in rain shared with context relating to Australian bushfires,Vishvas News,No
https://www.vishvasnews.com/english/viral/fact-check-post-showing-blue-colored-fruit-named-moon-melon-is-fake-there-is-no-such-fruit/,"        Fact Check: Post showing blue-colored fruit named Moon melon is fake, there is no such fruit      ",12-Dec-19,Claim Review : Blue-colored fruit named Moon melon,Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-viral-going-post-claiming-asduddin-owaisi-wrote-letter-to-un-regarding-indian-muslims-is-fake-2/,"        Quick Fact Check: क्या ओवैसी ने हिंदुस्तानी मुसलमानों को लेकर UN को पत्र लिखा? नहीं, वायरल दावा फ़र्ज़ी है      ",4-Jan-20,Claim Review : ओवैसी ने लिखा संयुक्त राष्ट्र को पत्र,Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-shivsena-has-not-changed-the-colour-of-te-masthead-of-saamna-afetr-tie-up-with-congress/,FACT CHECK: शिवसेना ने कांग्रेस के साथ गठजोड़ के बाद नहीं बदला है सामना अखबार के मास्टहेड का रंग,5-Dec-19,Claim Review : कुर्सी के लालच में हिन्दू शब्द ही ग़ायब कर दिया,Vishvas News,No
https://www.vishvasnews.com/english/health/fact-check-video-claiming-eating-bitter-guard-or-radish-over-ladyfinger-is-harmful-is-fake-as-per-doctors/,Fact Check: Video claiming eating bitter guard or radish over ladyfinger is harmful is fake as per doctors,27-Dec-19,Claim Review : Eating bitter guard or radish over lady finger is harmful,Vishvas News,No
https://www.vishvasnews.com/viral/quick-fact-check-old-and-fake-video-of-alleged-bjp-mla-anil-upadhyay-resurfaced-agian-on-social-media-agian/,"        Quick Fact Check: अनिल उपाध्याय के नाम का नहीं है कोई BJP विधायक, फिर से वायरल हुआ फर्जी वीडियो      ",6-Jan-20,Claim Review :  BJP विधायक अनिल उपाध्याय की इस हरकत पर क्या कहेगे मोदी जी,Vishvas News,No
https://www.vishvasnews.com/english/world/fact-check-did-this-girl-rescue-koala-bear-from-australia-bushfire-no-this-is-a-digitally-created-artwork/,"        Fact Check: Did this girl rescue Koala bear from Australia Bushfire? No, this is a digitally created artwork      ",27-Jan-20,"Claim Review : Young Girl Saving A Koala Bear From Bushfire In New South Wales, Australia.",Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-viral-post-in-the-name-of-congress-mla-anil-upadhyay-is-false-video-is-not-of-any-mla/,"        Fact Check: कांग्रेस विधायक अनिल उपाध्‍याय के नाम पर वायरल पोस्‍ट झूठी है, वीडियो किसी विधायक का नहीं है      ",17-Mar-20,Claim Review : दावा किया जा रहा है कि वीडियो में दिख रहा शख्‍स कांग्रेस विधायक अनिल उपाध्‍याय है।,Vishvas News,No
https://www.vishvasnews.com/english/health/fact-check-post-claiming-that-consuming-turmeric-juice-cow-urine-in-certain-proportions-can-cure-cancer-completely-is-fake/,"        Fact Check: Post claiming that consuming turmeric juice, cow urine in certain proportions can cure cancer  completely is fake      ",22-Jan-20,"Claim Review : consuming turmeric juice, cow urine in certain proportions can cure cancer completely",Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-rally-was-taken-out-against-shambhu-rager-in-2017-video-now-viral-in-the-name-of-delhi-elections/,"        Fact Check : 2017 में उदयपुर में  निकाली गई थी रैली, वीडियो अब दिल्‍ली चुनाव के नाम पर वायरल      ",14-Feb-20,Claim Review : दिल्‍ली चुनाव में कुछ मुसलमानों ने विवादित नारे लगाए।,Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-social-media-post-with-misleading-claim-viral-on-social-media-about-scuffle-between-two-community-in-bihar-purnea/,"        Fact Check: पूर्णिया के धमदाहा में दो समुदायों के बीच जमीनी विवाद को लेकर हुई मारपीट, सांप्रदायिक झड़प नहीं      ",10-Dec-19,Claim Review : पूर्णिया के धमदाहा में सांप्रदायिक नजरिए से हुई मारपीट,Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-aimim-chief-asaduddin-owaisi-did-not-release-any-appeal-related-to-caa-nrc-and-supreme-court-about-signatures/,"        Fact Check : सुप्रीम कोर्ट ने NRC/CAA से जुड़ा नहीं दिया कोई फैसला, ना ही ओवैसी ने की ‘ऐसी’ कोई अपील      ",15-Jan-20,"Claim Review : CAA और NRC का मामला अब सुप्रीम कोर्ट में पहुँच चुका है जिसमे यह बात तय की गयी है की, 4 करोड़ मुसलमानों का ID के साथ signature कोर्ट में पेश हो गया तो यह सरे bill भारत में पास हो जायेंगे",Vishvas News,Yes
https://www.vishvasnews.com/politics/fact-check-no-new-constitution-will-be-adopted-on-21-march-2020-fake-post-about-rss-being-circulated-on-social-media/,Fact Check: नया संविधान लागू करने की फर्जी खबर के बहाने RSS के खिलाफ दुष्प्रचार,16-Jan-20,Claim Review : 21 मार्च 2020 से लागू होगा नया संविधान,Vishvas News,No
https://www.vishvasnews.com/punjabi/viral/fact-check-post-having-unrelated-images-going-viral-in-the-name-of-a-nihang-sikh-beats-old-woman-is-fake/,"        Fact Check: ਇਸ ਸਿੱਖ ਨੇ ਨਹੀਂ ਮਾਰਿਆ ਮਹਿਲਾ ਬੁਜ਼ੁਰਗ ਨੂੰ ਬਰਛਾ, ਫਰਜ਼ੀ ਪੋਸਟ ਹੋ ਰਿਹਾ ਹੈ ਵਾਇਰਲ      ",24-Mar-20,Claim Review : ਇਸ ਔਰਤ ਦਾ ਕਸੂਰ ਸਿਰਫ ਏਨਾ ਸੀ ਕਿ ਇਹ ਬਿਨਾ ਸਿਰ ਢਕੇ ਲੰਗਰ ਹਾਲ ਚ ਚਲੀ ਗੲੀ ਸੀ. ਇਸ ਹਰਾਮ ਦੇ ਕੰਜਰ ਨਹੀਗ ਪਰਮਜੀਤ ਸਿੰਘ ਅਕਾਲੀ ਨੇ ਬਰਸ਼ਾ ਮਾਰ ਕੇ ਇਸਦਾ ਸਿਰ ਪਾੜ ਤਾ.,Vishvas News,No
https://www.vishvasnews.com/society/fact-check-pictures-of-the-incident-that-took-place-two-years-ago-in-auraiya-are-now-being-viral-name-of-saharanpur/,Fact Check : औरैया में दो साल पहले हुई घटना की तस्‍वीरों को अब सहारनपुर के नाम पर किया जा रहा है वायरल,9-Dec-19,Claim Review : 'सहारनपुर में लड़की के साथ गैंगरेप के बाद हत्‍या,Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-meeruts-one-year-old-video-of-bhim-army-chief-chandrashekhar-azad-goes-viral-in-the-name-of-rajasthan/,"        Fact Check : राजस्‍थान में भीम आर्मी के प्रमुख चंद्रशेखर आजाद के साथ नहीं हुई मारपीट, वीडियो एक साल पुराना है      ",25-Feb-20,Claim Review : दावा किया जा रहा है कि चंद्रशेखर आजाद की राजस्‍थान में पिटाई हुई,Vishvas News,Yes
https://www.vishvasnews.com/politics/quick-fact-check-this-picture-is-not-of-indira-gandhis-last-rites-it-is-false-to-read-rahul-rajivs-kalma/,"        Quick Fact Check : इंदिरा गांधी के अंतिम संस्‍कार की नहीं है यह तस्‍वीर, राहुल-राजीव के कलमा पढ़ने की बात झूठी      ",2-Jan-20,Claim Review : इंदिरा गांधी की लाश के सामने राहुल और राजीव गांधी ने पढ़ा कलमा,Vishvas News,No
https://www.vishvasnews.com/viral/fact-check-no-rbi-did-not-launch-1000-rs-coins-for-currency-market-fake-claim-being-viral-on-social-media/,"        Fact Check: RBI ने नहीं लॉन्च किया 1000 रुपये का सिक्का, फर्जी खबर हो रही वायरल      ",25-Feb-20,Claim Review : RBI ने जारी किया 1000 रुपये का सिक्का,Vishvas News,No
https://www.vishvasnews.com/politics/fact-check-ambulance-service-named-after-ishrat-jahan-was-not-started-by-maharashtra-govt-fake-claim-being-circulated-on-social-media/,Fact Check: महाराष्ट्र की कांग्रेस सरकार में इशरत जहां के नाम से एंबुलेंस सेवा शुरू करने का दावा फर्जी,10-Jan-20,Claim Review : मुंबई में कांग्रेस सरकार ने शुरू की इशरत जहां के नाम से एंबुलेंस सेवा,Vishvas News,No
https://www.vishvasnews.com/politics/quick-fact-check-the-man-in-the-photo-isnt-bjp-leader-sudhanshu-mittal-image-of-tv-artists-viral-with-wrong-claim/,Quick Fact Check: टीवी कलाकार की तस्वीर फिर से राजनेता सुधांशु मित्तल के नाम से वायरल,24-Mar-20,Claim Review : ये भाजपा नेता सुधांशु मित्तल करोना वायरस से बचने के लियें हिन्दू साध्वी की पूजा अर्चना करता हुआ,Vishvas News,No
https://www.vishvasnews.com/english/politics/fact-check-video-of-man-throwing-stone-at-a-bus-is-old-and-is-from-surat-no-relation-with-caa-protests/,"        Fact Check: Video of man throwing stone at a bus is old and is from Surat, no relation with CAA protests      ",23-Dec-19,"Claim Review : आदरणीय जुम्मन चाचा को बदनाम करने, उनके भेष में सरकारी संपत्ति को नुकसान पहुंचाती दिल्ली पुलिस।",Vishvas News,Yes
https://www.vishvasnews.com/politics/fact-check-fake-post-comparing-indias-growth-rate-with-pakistan-sri-lanka-and-bangladesh-gdp-rate-being-viral-on-social-media/,"        Fact Check: भारत के मुकाबले पाकिस्तान, बांग्लादेश और श्रीलंका की GDP ग्रोथ रेट को लेकर वायरल ग्राफिक्स फर्जी﻿      ",3-Dec-19,"Claim Review : बांग्लादेश, पाकिस्तान और श्रीलंका के मुकाबले भारत की ग्रोथ रेट",Vishvas News,No
https://www.vishvasnews.com/english/health/fact-check-post-claiming-man-critical-with-novel-coronavirus-in-barhalganj-is-fake-till-date-no-positive-case-reported-in-gorakhpur/,"        Fact Check: Post claiming man critical with novel coronavirus in Barhalganj is fake; till date, no positive case reported in Gorakhpur      ",2-Mar-20,Claim Review : Man critical with novel coronavirus in Barhalganj,Vishvas News,No
https://www.vishvasnews.com/world/fact-check-australia-bush-fire-viral-image-does-not-shared-by-nasa-but-is-graphic-image-which-is-being-circulated-with-fake-claim/,"        Fact Check: ऑस्ट्रेलिया बुश फायर के नाम से वायरल हुई इमेज 3D ग्राफ़िक्स है, ना कि NASA की तरफ से जारी की गयी कोई तस्वीर      ",6-Jan-20,"Claim Review : This is the picture of Australia that nasa took. Its getting worse and worse everyday, the fire has been going on since september. It has been warned that temperature will rise again.",Vishvas News,No
https://www.vishvasnews.com/politics/quick-fact-check-there-is-no-govt-scheme-that-gives-unemployment-allowence-fake-message-being-spread-in-the-name-of-pradhanmantri-berozgar-bhatta-yojna/,Quick Fact Check: प्रधानमंत्री बेरोजगार भत्ता योजना के नाम पर दोबारा फैलाया जा रहा है झूठ,9-Jan-20,Claim Review : *प्रधानमंत्री बेरोजगार भत्ता* में अपना रजिस्ट्रेशन करे और पाए 4500 हर महीने रजिस्ट्रेशन करने के लिए निचे दिए गए लिंक पर क्लिक कर अपना फॉर्म भरे,Vishvas News,No
